OrderID,Date,Category,ProductName,OriginalPrice,Discount%,SalePrice,Quantity,TotalSale,PaymentMethod,Region
ORD1059,11-10-2024,Electronics,Headphones,5071,40,3042,3,9126,Debit Card,Mumbai
ORD1060,12-10-2024,Fashion,Jeans,1442,50,721,1,721,Debit Card,Chennai
ORD1061,12-10-2024,Fashion,T-Shirt,906,20,724,1,724,Debit Card,Jaipur
ORD1062,12-10-2024,Electronics,Laptop,109827,40,65896,3,197688,UPI,Chennai
ORD1063,12-10-2024,Electronics,Laptop,87472,40,52483,2,104966,Cash on Delivery,Mumbai
ORD1064,13-10-2024,Furniture,Table,10616,40,6369,5,31845,Debit Card,Bangalore
ORD1065,07-10-2024,Beauty,Shampoo,675,50,337,5,1685,Cash on Delivery,Bangalore
ORD1066,07-10-2024,Grocery,Cooking Oil 5L,1297,30,907,5,4535,Debit Card,Chennai
ORD1067,13-10-2024,Beauty,Face Cream,1437,20,1149,4,4596,,Kolkata
ORD1068,12-10-2024,Fashion,Jeans,3382,30,2367,4,9468,Debit Card,Kolkata
ORD1069,12-10-2024,Grocery,Cooking Oil 5L,1072,10,964,2,1928,Debit Card,Delhi
ORD1070,13-10-2024,Fashion,Shoes,5466,30,3826,5,19130,Debit Card,Delhi
ORD1071,09-10-2024,Electronics,Headphones,3573,30,2501,1,2501,UPI,Chennai
ORD1072,10-10-2024,Beauty,Shampoo,212,50,106,3,318,Cash on Delivery,Kolkata
ORD1073,12-10-2024,Beauty,Shampoo,266,40,159,4,636,UPI,Chennai
ORD1074,11-10-2024,Grocery,Rice 5kg,504,10,453,5,2265,Cash on Delivery,Chennai
ORD1075,11-10-2024,Beauty,Face Cream,908,50,454,4,1816,Debit Card,Chennai
ORD1076,08-10-2024,Fashion,Shoes,3228,30,2259,1,2259,Credit Card,Mumbai
ORD1077,09-10-2024,Furniture,Table,7771,10,6993,2,13986,Debit Card,Hyderabad
ORD1078,08-10-2024,Grocery,Coffee 200g,501,20,400,4,1600,UPI,Chennai
ORD1079,07-10-2024,Electronics,Smartphone,25873,30,18111,5,90555,Debit Card,Kolkata
ORD1080,07-10-2024,Grocery,Coffee 200g,476,40,285,4,1140,UPI,Chennai
ORD1081,12-10-2024,Electronics,Smartphone,30002,50,15001,5,75005,UPI,Jaipur
ORD1082,10-10-2024,Fashion,Jeans,3125,40,1875,3,5625,Credit Card,Chennai
ORD1083,10-10-2024,Grocery,Cooking Oil 5L,1282,30,897,1,897,Credit Card,Bangalore
ORD1084,07-10-2024,Furniture,Chair,5225,10,4702,3,14106,Debit Card,Bangalore
ORD1085,09-10-2024,Electronics,Headphones,9069,40,5441,1,5441,Credit Card,Chennai
ORD1086,12-10-2024,electronics,Smartphone,32501,50,16250,2,32500,Debit Card,Kolkata
ORD1087,10-10-2024,Fashion,Shoes,2797,30,1957,5,9785,UPI,Chennai
ORD1088,12-10-2024,Beauty,Shampoo,863,20,690,4,2760,Debit Card,Chennai
ORD1089,11-10-2024,Fashion,Jeans,3257,20,2605,4,10420,Credit Card,Chennai
ORD1090,09-10-2024,Beauty,Face Cream,1339,30,937,1,937,Debit Card,Hyderabad
ORD1091,13-10-2024,Fashion,Jeans,3206,40,1923,3,5769,Debit Card,Chennai
ORD1092,13-10-2024,Fashion,Shoes,3456,50,1728,4,6912,Credit Card,Jaipur
ORD1093,11-10-2024,Beauty,Face Cream,611,40,366,1,366,Credit Card,Chennai
ORD1094,12-10-2024,Electronics,Headphones,8986,10,8087,2,16174,Cash on Delivery,Jaipur
ORD1095,12-10-2024,Grocery,Cooking Oil 5L,1414,10,1272,3,3816,Cash on Delivery,Bangalore
ORD1096,07-10-2024,Electronics,Headphones,2621,20,2096,3,6288,Credit Card,Hyderabad
ORD1097,13-10-2024,Electronics,Laptop,61805,30,43263,1,43263,UPI,Bangalore
ORD1098,07-10-2024,Fashion,Shoes,4875,50,2437,2,4874,Credit Card,Mumbai
ORD1099,09-10-2024,Beauty,Perfume,1386,20,1108,4,4432,Debit Card,Kolkata
ORD1100,11-10-2024,Grocery,Coffee 200g,479,20,383,1,383,Cash on Delivery,Bangalore
ORD1101,10-10-2024,Beauty,Face Cream,707,40,424,4,1696,UPI,Mumbai
ORD1102,12-10-2024,Grocery,Rice 5kg,655,30,458,1,458,UPI,Chennai
ORD1103,13-10-2024,Fashion,Shoes,4386,20,3508,2,7016,Debit Card,Hyderabad
ORD1104,09-10-2024,Electronics,Headphones,2145,30,1501,4,6004,UPI,Chennai
ORD1105,11-10-2024,Beauty,Shampoo,405,20,324,5,1620,Debit Card,Chennai
ORD1106,13-10-2024,Beauty,Face Cream,993,10,893,4,3572,UPI,Mumbai
ORD1107,11-10-2024,Beauty,Perfume,2298,10,2068,4,8272,UPI,Bangalore
ORD1108,07-10-2024,Grocery,Coffee 200g,395,30,276,1,276,Credit Card,Kolkata
ORD1109,08-10-2024,furniture,Chair,2017,40,1210,3,3630,,Delhi
ORD1110,09-10-2024,Electronics,Smartphone,30387,50,15193,2,30386,Cash on Delivery,Kolkata
ORD1111,10-10-2024,Beauty,Perfume,3840,20,3072,4,12288,UPI,Jaipur
ORD1112,12-10-2024,Grocery,Rice 5kg,704,40,422,2,844,Debit Card,Delhi
ORD1113,12-10-2024,Electronics,Laptop,76160,20,60928,1,60928,Cash on Delivery,Delhi
ORD1114,13-10-2024,Electronics,Laptop,71925,20,57540,5,287700,Credit Card,Delhi
ORD1115,08-10-2024,Fashion,Jeans,1604,50,802,1,802,Debit Card,Jaipur
ORD1116,13-10-2024,Electronics,Headphones,1922,20,1537,1,1537,Debit Card,Jaipur
ORD1117,07-10-2024,Electronics,Smartphone,63609,40,38165,5,190825,UPI,Hyderabad
ORD1118,13-10-2024,Electronics,Laptop,106039,20,84831,5,424155,UPI,Hyderabad
ORD1119,12-10-2024,Electronics,Smartphone,46390,40,27834,4,111336,UPI,Kolkata
ORD1120,11-10-2024,Furniture,Chair,2038,20,1630,3,4890,Debit Card,Kolkata
ORD1121,08-10-2024,Electronics,Headphones,3374,50,1687,2,3374,Cash on Delivery,Kolkata
ORD1122,12-10-2024,Electronics,Laptop,95936,30,67155,3,201465,Debit Card,Mumbai
ORD1123,11-10-2024,Electronics,Laptop,52656,30,36859,2,73718,UPI,Chennai
ORD1124,07-10-2024,Beauty,Perfume,1010,30,707,5,3535,Debit Card,Bangalore
ORD1125,09-10-2024,Fashion,T-Shirt,658,50,329,3,987,UPI,Jaipur
ORD1126,08-10-2024,Furniture,Bookshelf,8029,50,4014,1,4014,Debit Card,Delhi
ORD1127,08-10-2024,Grocery,Rice 5kg,435,20,348,5,1740,Cash on Delivery,Delhi
ORD1128,09-10-2024,Furniture,Chair,4581,40,2748,4,10992,Debit Card,Mumbai
ORD1129,07-10-2024,Furniture,Chair,1930,20,1544,2,3088,UPI,Hyderabad
ORD1130,10-10-2024,Beauty,Face Cream,859,20,687,5,3435,UPI,Bangalore
ORD1131,07-10-2024,Furniture,Bookshelf,5026,10,4523,2,9046,,Chennai
ORD1132,12-10-2024,Fashion,Jeans,2185,30,1529,1,1529,UPI,Kolkata
ORD1133,07-10-2024,Fashion,Shoes,4401,10,3960,4,15840,UPI,Kolkata
ORD1134,07-10-2024,Beauty,Perfume,2456,40,1473,3,4419,UPI,Kolkata
ORD1135,10-10-2024,Beauty,Perfume,2282,10,2053,4,8212,UPI,Mumbai
ORD1136,11-10-2024,Grocery,Coffee 200g,373,20,298,3,894,Credit Card,Delhi
ORD1137,08-10-2024,Grocery,Cooking Oil 5L,902,20,721,1,721,Credit Card,Bangalore
ORD1138,11-10-2024,Electronics,Smartphone,65649,40,39389,4,157556,Cash on Delivery,Hyderabad
ORD1139,09-10-2024,Grocery,Rice 5kg,700,10,630,4,2520,Cash on Delivery,Hyderabad
ORD1140,13-10-2024,Electronics,Laptop,100521,40,60312,1,60312,UPI,Bangalore
ORD1141,13-10-2024,Electronics,Headphones,9807,40,5884,4,23536,UPI,Kolkata
ORD1142,07-10-2024,Furniture,Chair,2006,40,1203,1,1203,Debit Card,Hyderabad
ORD1143,09-10-2024,Beauty,Face Cream,1373,50,686,5,3430,Credit Card,Bangalore
ORD1144,12-10-2024,Furniture,Chair,4241,10,3816,3,11448,UPI,Chennai
ORD1145,09-10-2024,Furniture,Chair,4230,10,3807,5,19035,Credit Card,Bangalore
ORD1146,13-10-2024,Furniture,Bookshelf,3194,30,2235,5,11175,Cash on Delivery,Hyderabad
ORD1147,09-10-2024,Furniture,Chair,4968,50,2484,3,7452,UPI,Bangalore
ORD1148,13-10-2024,Beauty,Shampoo,431,20,344,2,688,UPI,Bangalore
ORD1149,08-10-2024,Furniture,Chair,4258,50,2129,2,4258,Cash on Delivery,Mumbai
ORD1150,12-10-2024,Fashion,Shoes,5085,10,4576,4,18304,Debit Card,Hyderabad
ORD1151,08-10-2024,Beauty,Shampoo,746,20,596,3,1788,Cash on Delivery,Jaipur
ORD1152,13-10-2024,Beauty,Face Cream,1082,50,541,5,2705,Cash on Delivery,Mumbai
ORD1153,13-10-2024,Electronics,Headphones,9373,30,6561,5,32805,UPI,Hyderabad
ORD1154,08-10-2024,Fashion,Jeans,2840,50,1420,2,2840,Cash on Delivery,Delhi
ORD1155,07-10-2024,beauty,Shampoo,605,50,302,3,906,Credit Card,Kolkata
ORD1156,13-10-2024,Grocery,Rice 5kg,390,10,351,3,1053,Cash on Delivery,Hyderabad
ORD1157,12-10-2024,Electronics,Smartphone,16245,30,11371,2,22742,Credit Card,Chennai
ORD1158,13-10-2024,Fashion,Jeans,1499,10,1349,2,2698,Cash on Delivery,Hyderabad
ORD1159,08-10-2024,beauty,Perfume,2995,10,2695,5,13475,Credit Card,Hyderabad
ORD1160,11-10-2024,Furniture,Table,6068,10,5461,5,27305,Debit Card,Delhi
ORD1161,12-10-2024,Electronics,Laptop,101621,10,91458,4,365832,,Bangalore
ORD1162,09-10-2024,Electronics,Headphones,6947,20,5557,1,5557,Debit Card,Chennai
ORD1163,13-10-2024,beauty,Perfume,2760,20,2208,2,4416,UPI,Hyderabad
ORD1164,11-10-2024,fashion,T-Shirt,623,30,436,5,2180,Cash on Delivery,Jaipur
ORD1165,09-10-2024,Grocery,Cooking Oil 5L,697,30,487,3,1461,UPI,Jaipur
ORD1166,11-10-2024,Beauty,Face Cream,682,40,409,4,1636,Debit Card,Jaipur
ORD1167,07-10-2024,Beauty,Perfume,1539,50,769,3,2307,Debit Card,Delhi
ORD1168,13-10-2024,Beauty,Shampoo,654,30,457,4,1828,UPI,Hyderabad
ORD1169,08-10-2024,Electronics,Smartphone,58986,40,35391,3,106173,Credit Card,Delhi
ORD1170,07-10-2024,Fashion,T-Shirt,541,30,378,3,1134,Cash on Delivery,Chennai
ORD1171,09-10-2024,Grocery,Cooking Oil 5L,757,50,378,2,756,Debit Card,Kolkata
ORD1172,13-10-2024,Fashion,Jeans,3120,40,1872,5,9360,UPI,Bangalore
ORD1173,07-10-2024,Grocery,Coffee 200g,451,20,360,1,360,Credit Card,Jaipur
ORD1174,13-10-2024,Electronics,Headphones,6736,30,4715,1,4715,Debit Card,Bangalore
ORD1175,08-10-2024,Fashion,Jeans,3083,20,2466,1,2466,Credit Card,Jaipur
ORD1176,09-10-2024,Furniture,Table,10657,50,5328,2,10656,UPI,Delhi
ORD1177,07-10-2024,Beauty,Face Cream,1477,10,1329,2,2658,Debit Card,Hyderabad
ORD1178,13-10-2024,Furniture,Bookshelf,7315,20,5852,2,11704,Cash on Delivery,Chennai
ORD1179,07-10-2024,Fashion,T-Shirt,630,20,504,3,1512,Debit Card,Jaipur
ORD1180,12-10-2024,Fashion,Shoes,3980,50,1990,5,9950,UPI,Chennai
ORD1181,13-10-2024,furniture,Bookshelf,9889,50,4944,3,14832,,Jaipur
ORD1182,12-10-2024,Furniture,Table,6453,50,3226,4,12904,UPI,Kolkata
ORD1183,07-10-2024,Fashion,Shoes,4826,30,3378,4,13512,UPI,Hyderabad
ORD1184,08-10-2024,Grocery,Coffee 200g,273,30,191,3,573,Debit Card,Kolkata
ORD1185,07-10-2024,Fashion,Jeans,1501,30,1050,4,4200,Credit Card,Mumbai
ORD1186,13-10-2024,Beauty,Shampoo,363,30,254,5,1270,Debit Card,Mumbai
ORD1187,08-10-2024,grocery,Cooking Oil 5L,647,10,582,4,2328,Cash on Delivery,Mumbai
ORD1188,07-10-2024,Furniture,Bookshelf,8009,40,4805,3,14415,UPI,Jaipur
ORD1189,11-10-2024,Beauty,Face Cream,392,40,235,1,235,Credit Card,Bangalore
ORD1190,13-10-2024,Furniture,Table,4946,20,3956,1,3956,Cash on Delivery,Bangalore
ORD1191,07-10-2024,Fashion,T-Shirt,916,50,458,4,1832,UPI,Delhi
ORD1192,09-10-2024,Beauty,Shampoo,820,50,410,2,820,Debit Card,Chennai
ORD1193,11-10-2024,Grocery,Coffee 200g,372,50,186,5,930,Cash on Delivery,Hyderabad
ORD1194,12-10-2024,Electronics,Laptop,116507,30,81554,1,81554,Cash on Delivery,Bangalore
ORD1195,13-10-2024,electronics,Headphones,9371,20,7496,5,37480,Cash on Delivery,Mumbai
ORD1196,10-10-2024,Electronics,Smartphone,16241,40,9744,3,29232,Cash on Delivery,Mumbai
ORD1197,09-10-2024,Beauty,Perfume,3779,10,3401,2,6802,Credit Card,Chennai
ORD1198,13-10-2024,Fashion,Jeans,3183,30,2228,5,11140,Debit Card,Hyderabad
ORD1199,09-10-2024,Grocery,Coffee 200g,447,20,357,2,714,Debit Card,Chennai
ORD1200,11-10-2024,Grocery,Coffee 200g,306,40,183,3,549,Cash on Delivery,Bangalore
ORD1201,07-10-2024,Electronics,Headphones,7720,40,4632,3,13896,Credit Card,Bangalore
ORD1202,11-10-2024,Beauty,Perfume,1850,40,1110,2,2220,Credit Card,Jaipur
ORD1203,08-10-2024,Electronics,Headphones,5420,20,4336,1,4336,Credit Card,Hyderabad
ORD1204,12-10-2024,Electronics,Headphones,3752,10,3376,5,16880,Credit Card,Kolkata
ORD1205,11-10-2024,Fashion,Jeans,2315,30,1620,1,1620,UPI,Hyderabad
ORD1206,10-10-2024,Electronics,Smartphone,42386,20,33908,1,33908,Cash on Delivery,Jaipur
ORD1207,09-10-2024,Grocery,Rice 5kg,259,30,181,5,905,UPI,Bangalore
ORD1208,08-10-2024,Fashion,Shoes,5334,30,3733,2,7466,UPI,Bangalore
ORD1209,11-10-2024,Electronics,Headphones,7023,30,4916,5,24580,Credit Card,Mumbai
ORD1210,10-10-2024,Furniture,Table,4421,40,2652,1,2652,Credit Card,Mumbai
ORD1211,12-10-2024,Fashion,Jeans,2093,30,1465,3,4395,UPI,Bangalore
ORD1212,07-10-2024,Beauty,Face Cream,627,40,376,5,1880,Debit Card,Hyderabad
ORD1213,11-10-2024,Fashion,T-Shirt,436,40,261,2,522,Cash on Delivery,Hyderabad
ORD1214,10-10-2024,Furniture,Bookshelf,9263,20,7410,2,14820,UPI,Chennai
ORD1215,11-10-2024,Electronics,Smartphone,69314,50,34657,5,173285,Credit Card,Chennai
ORD1216,10-10-2024,Electronics,Headphones,4865,50,2432,4,9728,UPI,Chennai
ORD1217,07-10-2024,Beauty,Perfume,1036,50,518,4,2072,Debit Card,Hyderabad
ORD1218,07-10-2024,Furniture,Chair,1871,40,1122,3,3366,UPI,Chennai
ORD1219,10-10-2024,Electronics,Laptop,93591,20,74872,2,149744,Cash on Delivery,Bangalore
ORD1220,10-10-2024,Electronics,Headphones,3678,30,2574,1,2574,Credit Card,Chennai
ORD1221,10-10-2024,Electronics,Smartphone,34553,40,20731,5,103655,Cash on Delivery,Chennai
ORD1222,08-10-2024,Grocery,Rice 5kg,365,10,328,4,1312,UPI,Mumbai
ORD1223,11-10-2024,Electronics,Smartphone,63532,10,57178,4,228712,Cash on Delivery,Mumbai
ORD1224,09-10-2024,Furniture,Table,6836,50,3418,3,10254,Debit Card,Mumbai
ORD1225,12-10-2024,Beauty,Face Cream,863,10,776,5,3880,Credit Card,Hyderabad
ORD1226,10-10-2024,Beauty,Perfume,2105,40,1263,4,5052,Credit Card,Bangalore
ORD1227,11-10-2024,Fashion,Jeans,1591,40,954,1,954,Cash on Delivery,Kolkata
ORD1228,12-10-2024,Grocery,Coffee 200g,240,40,144,3,432,UPI,Chennai
ORD1229,08-10-2024,Furniture,Bookshelf,2823,10,2540,2,5080,Credit Card,Kolkata
ORD1230,11-10-2024,Electronics,Smartphone,27453,10,24707,4,98828,Credit Card,Hyderabad
ORD1231,09-10-2024,Grocery,Cooking Oil 5L,1379,40,827,5,4135,Debit Card,Bangalore
ORD1232,11-10-2024,Beauty,Face Cream,716,30,501,3,1503,Cash on Delivery,Delhi
ORD1233,09-10-2024,Furniture,Bookshelf,8398,40,5038,3,15114,Credit Card,Mumbai
ORD1234,12-10-2024,Furniture,Bookshelf,8110,30,5677,3,17031,Cash on Delivery,Hyderabad
ORD1235,12-10-2024,Grocery,Rice 5kg,393,50,196,4,784,Credit Card,Chennai
ORD1236,11-10-2024,Electronics,Headphones,2294,10,2064,4,8256,Credit Card,Jaipur
ORD1237,10-10-2024,Beauty,Face Cream,423,50,211,5,1055,,Hyderabad
ORD1238,13-10-2024,Electronics,Headphones,6001,50,3000,3,9000,UPI,Chennai
ORD1239,11-10-2024,Fashion,T-Shirt,398,50,199,2,398,Credit Card,Mumbai
ORD1240,08-10-2024,Beauty,Shampoo,582,40,349,4,1396,Credit Card,Hyderabad
ORD1241,12-10-2024,Electronics,Smartphone,41560,40,24936,4,99744,,Delhi
ORD1242,08-10-2024,Beauty,Perfume,2156,50,1078,1,1078,UPI,Mumbai
ORD1243,13-10-2024,Grocery,Rice 5kg,326,30,228,5,1140,UPI,Mumbai
ORD1244,13-10-2024,Beauty,Shampoo,506,20,404,5,2020,Credit Card,Chennai
ORD1245,07-10-2024,Beauty,Perfume,1373,10,1235,5,6175,Debit Card,Delhi
ORD1246,10-10-2024,Furniture,Bookshelf,5749,30,4024,1,4024,Debit Card,Jaipur
ORD1247,11-10-2024,Beauty,Shampoo,896,50,448,4,1792,UPI,Jaipur
ORD1248,07-10-2024,Grocery,Rice 5kg,639,20,511,4,2044,Debit Card,Bangalore
ORD1249,09-10-2024,Grocery,Rice 5kg,385,10,346,2,692,Cash on Delivery,Kolkata
ORD1250,10-10-2024,Furniture,Chair,4157,40,2494,1,2494,Debit Card,Kolkata
ORD1251,09-10-2024,Fashion,Shoes,5768,20,4614,4,18456,Credit Card,Mumbai
ORD1252,09-10-2024,Beauty,Face Cream,1162,30,813,4,3252,UPI,Bangalore
ORD1253,10-10-2024,Furniture,Chair,5250,10,4725,2,9450,Debit Card,Delhi
ORD1254,09-10-2024,Grocery,Cooking Oil 5L,1285,40,771,5,3855,Credit Card,Bangalore
ORD1255,10-10-2024,Fashion,Jeans,2307,30,1614,4,6456,Credit Card,Bangalore
ORD1256,10-10-2024,Furniture,Chair,5969,20,4775,5,23875,UPI,Hyderabad
ORD1257,12-10-2024,Electronics,Laptop,105444,20,84355,3,253065,Credit Card,Bangalore
ORD1258,07-10-2024,Beauty,Perfume,2762,50,1381,4,5524,Cash on Delivery,Chennai
ORD1259,12-10-2024,Furniture,Bookshelf,7727,10,6954,1,6954,Credit Card,Hyderabad
ORD1260,08-10-2024,Beauty,Face Cream,1181,10,1062,1,1062,UPI,Bangalore
ORD1261,12-10-2024,Furniture,Chair,5151,30,3605,4,14420,Cash on Delivery,Jaipur
ORD1262,13-10-2024,Electronics,Laptop,53703,30,37592,4,150368,UPI,Delhi
ORD1263,10-10-2024,Beauty,Shampoo,733,40,439,3,1317,Cash on Delivery,Delhi
ORD1264,13-10-2024,Electronics,Headphones,3385,10,3046,3,9138,UPI,Hyderabad
ORD1265,08-10-2024,Fashion,Shoes,2811,30,1967,5,9835,Cash on Delivery,Kolkata
ORD1266,10-10-2024,Beauty,Face Cream,359,50,179,2,358,Cash on Delivery,Chennai
ORD1267,08-10-2024,Electronics,Headphones,3167,50,1583,2,3166,Debit Card,Bangalore
ORD1268,07-10-2024,Furniture,Bookshelf,5067,50,2533,4,10132,Cash on Delivery,Chennai
ORD1269,08-10-2024,Grocery,Coffee 200g,502,10,451,2,902,Debit Card,Delhi
ORD1270,08-10-2024,Furniture,Table,9852,50,4926,2,9852,Cash on Delivery,Kolkata
ORD1271,09-10-2024,Fashion,Shoes,2866,40,1719,3,5157,Credit Card,Mumbai
ORD1272,12-10-2024,Electronics,Laptop,57895,20,46316,4,185264,Cash on Delivery,Kolkata
ORD1273,09-10-2024,Fashion,T-Shirt,878,10,790,2,1580,Debit Card,Delhi
ORD1274,07-10-2024,Furniture,Bookshelf,8828,40,5296,5,26480,UPI,Chennai
ORD1275,12-10-2024,Furniture,Chair,5115,50,2557,2,5114,Cash on Delivery,Delhi
ORD1276,07-10-2024,Electronics,Laptop,74447,30,52112,1,52112,Cash on Delivery,Jaipur
ORD1277,08-10-2024,Furniture,Bookshelf,5372,50,2686,4,10744,Credit Card,Chennai
ORD1278,12-10-2024,Furniture,Table,11720,30,8204,5,41020,Credit Card,Bangalore
ORD1279,09-10-2024,Furniture,Bookshelf,9177,10,8259,2,16518,Cash on Delivery,Delhi
ORD1280,08-10-2024,Fashion,T-Shirt,1028,30,719,2,1438,Cash on Delivery,Kolkata
ORD1281,09-10-2024,Beauty,Shampoo,848,10,763,4,3052,Debit Card,Hyderabad
ORD1282,10-10-2024,Electronics,Headphones,9011,30,6307,1,6307,Cash on Delivery,Mumbai
ORD1283,09-10-2024,Grocery,Cooking Oil 5L,1720,50,860,2,1720,Cash on Delivery,Jaipur
ORD1284,10-10-2024,Beauty,Shampoo,327,20,261,4,1044,Cash on Delivery,Delhi
ORD1285,09-10-2024,Grocery,Rice 5kg,530,10,477,3,1431,Debit Card,Delhi
ORD1286,07-10-2024,Grocery,Coffee 200g,558,20,446,4,1784,,Hyderabad
ORD1287,07-10-2024,Fashion,Shoes,5145,10,4630,1,4630,Debit Card,Jaipur
ORD1288,09-10-2024,Electronics,Smartphone,40104,10,36093,1,36093,UPI,Bangalore
